kah,mar_auto,mob_mar_aut,month,Spittoono,Weightlifting_at_the_2004_Summer_Olympics_–_Men's_69_kg,Florian_Latorre,Cauffry,Labour_for_Independence,Jude_Dibia,1947_Arkansas_Razorbacks_football_team,Anikey_Stroganov,Umberto_Tirelli,Tylotiella_basipunctata,The_Zero_Hour_(1939_film),John_Ibrahim_(footballer),Iwate_Nippo,Spencer_Frankl,Sign_name,"List_of_listed_buildings_in_South_Knapdale,_Argyll_and_Bute",WKAK,Municipal_Golf_Course,Sandra_Pisani,Padma_Samten
0,133,0,201206,6,4,0,3,0,4,3,12,6,1,3,0,6,0,32,1,4,0,2,0
0,90,0,201206,3,11,0,4,0,3,4,7,1,0,4,1,5,0,21,0,10,0,2,0
0,35,0,201206,5,3,0,3,0,4,0,5,1,0,1,0,0,0,30,3,12,1,0,0
0,0,0,201206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,201207,4,5,0,4,0,6,5,7,3,0,5,0,5,0,27,0,8,0,2,0
0,115,0,201207,9,8,0,3,0,7,1,3,3,0,6,0,4,0,37,3,9,0,3,0
0,149,0,201207,6,11,0,2,0,10,4,6,5,0,3,0,5,0,38,0,11,0,2,0
0,108,0,201207,3,9,0,9,0,8,1,6,3,0,2,0,3,0,38,2,10,0,1,0
0,114,0,201207,4,6,0,8,0,6,3,6,4,0,3,1,10,0,29,4,13,0,1,0
0,130,0,201207,2,4,0,7,0,9,3,5,0,1,8,0,3,0,28,7,9,0,1,0
0,42,0,201207,3,4,0,4,0,8,2,10,5,0,4,0,1,0,27,0,15,0,4,0
0,56,0,201207,4,5,0,2,0,7,4,9,2,1,6,0,1,0,23,3,10,0,3,0
0,108,0,201207,4,3,0,8,0,5,3,5,2,0,9,0,3,0,37,2,11,0,6,0
0,146,0,201207,1,10,0,9,0,6,0,14,4,4,4,0,4,0,51,2,6,0,2,0
0,96,0,201207,5,4,0,1,0,4,2,7,4,1,6,0,0,0,33,3,6,0,3,0
0,135,0,201207,5,5,0,5,0,4,4,7,5,0,3,0,1,0,42,1,8,0,2,0
0,95,0,201207,7,8,0,6,0,7,2,6,10,1,8,0,4,0,37,2,15,0,3,0
0,75,0,201207,3,9,0,5,0,4,2,6,2,1,7,0,0,0,25,3,10,2,0,0
0,47,0,201207,3,6,0,10,0,6,5,7,4,0,4,0,2,0,19,2,15,0,2,0
0,98,0,201207,5,5,0,4,0,8,2,8,5,1,8,0,4,0,30,1,14,0,5,0
0,118,0,201207,4,12,0,7,0,7,4,15,3,0,10,0,3,0,33,2,12,0,2,0
0,138,0,201207,10,8,0,5,0,6,2,15,1,1,7,0,2,0,35,1,9,0,3,0
0,111,0,201207,5,6,0,6,0,8,6,7,6,0,5,0,4,0,48,1,7,0,4,0
0,113,0,201207,10,8,0,3,0,6,5,3,4,0,3,0,3,0,30,1,20,0,0,0
0,42,0,201207,11,6,0,3,0,9,1,5,5,2,5,0,4,0,25,2,11,0,1,0
0,37,0,201207,4,15,0,9,0,6,6,8,3,5,3,0,2,0,31,0,15,0,2,0
0,131,0,201207,3,11,0,7,0,10,5,8,2,0,6,0,6,0,42,1,11,0,0,0
0,134,0,201207,3,9,0,5,0,7,5,9,4,0,3,0,3,0,35,2,5,0,1,0
0,123,0,201207,6,5,0,9,0,4,5,8,6,1,4,0,3,0,46,2,8,0,5,0
0,102,0,201207,4,9,0,6,0,6,9,6,15,1,6,0,3,0,37,1,13,0,3,0
0,87,0,201207,8,17,0,9,0,4,4,9,4,1,4,0,2,0,29,4,17,1,1,0
0,35,0,201207,6,13,0,6,0,5,7,10,4,0,6,0,2,0,20,3,7,0,4,0
0,48,0,201207,13,18,0,9,0,10,2,7,3,1,4,0,2,0,41,3,16,0,6,0
0,104,0,201207,11,24,0,3,71,9,1,6,4,1,4,0,4,0,33,0,11,0,5,0
0,121,0,201207,1,56,0,5,76,2,2,6,8,2,3,0,1,0,25,1,10,0,1,0
0,130,0,201208,8,23,0,3,20,2,2,5,2,1,7,0,3,0,28,4,11,0,8,0
0,134,0,201208,9,12,0,4,16,10,2,5,3,0,2,0,3,0,27,1,13,0,4,0
0,117,0,201208,5,17,0,1,18,6,4,8,3,2,7,0,0,0,37,1,15,0,2,0
0,41,0,201208,6,30,0,7,7,4,2,7,1,0,5,0,5,0,23,2,12,0,7,0
0,45,0,201208,9,16,0,5,15,10,3,3,1,2,1,0,5,0,22,4,7,0,1,0
0,88,0,201208,5,29,0,1,25,3,1,4,2,0,3,0,2,0,30,3,13,12,4,0
0,136,0,201208,8,21,0,1,19,7,0,7,5,1,5,0,9,0,23,2,10,15,2,0
0,147,0,201208,11,23,0,4,11,11,5,6,2,0,2,0,1,0,37,0,10,0,14,0
0,113,0,201208,7,10,0,3,11,3,5,11,2,1,5,0,4,0,37,0,7,0,4,0
0,110,0,201208,9,12,0,1,8,5,3,7,2,0,5,0,4,0,34,3,10,0,3,0
0,37,0,201208,4,19,0,3,18,4,4,8,3,2,5,0,1,0,28,2,7,0,2,0
0,61,0,201208,9,13,0,1,13,13,5,7,0,0,4,0,6,0,35,2,13,0,2,0
0,107,0,201208,6,15,0,6,9,7,3,6,4,0,7,0,3,0,26,4,13,0,2,0
0,130,0,201208,12,15,0,9,5,6,1,4,0,1,4,0,2,0,32,4,12,0,1,0
0,119,0,201208,10,7,0,6,16,7,4,5,5,1,2,0,0,0,39,0,9,0,3,0
0,116,0,201208,10,9,0,3,8,4,2,6,3,0,3,0,1,0,27,1,8,0,2,0
0,79,0,201208,15,11,0,5,9,8,4,6,4,1,5,0,0,0,28,1,14,1,2,0
0,39,0,201208,12,13,0,8,11,5,3,4,3,3,3,0,2,0,26,0,12,0,7,0
0,28,0,201208,14,10,0,6,5,7,8,5,3,1,4,0,4,0,26,2,9,0,5,0
0,137,0,201208,28,7,0,1,8,1,7,8,0,1,3,0,2,0,20,3,6,0,2,0
0,154,0,201208,30,8,0,3,10,7,7,6,3,1,2,0,5,0,30,0,11,0,1,0
0,141,0,201208,25,4,0,4,20,8,1,12,5,0,4,0,3,0,53,2,20,0,2,0
0,138,0,201208,71,10,0,6,14,2,1,3,4,0,8,0,3,0,29,0,5,0,3,0
0,118,0,201208,150,11,0,4,6,9,1,2,4,0,10,0,1,0,43,0,8,0,2,0
0,61,0,201208,143,7,0,7,9,8,2,6,4,2,4,0,4,0,51,2,10,0,1,0
0,43,0,201208,91,10,0,5,4,3,2,5,14,0,3,0,6,0,31,1,15,0,0,0
0,150,0,201208,25,12,0,4,8,11,1,9,2,1,3,0,3,0,32,0,5,1,1,0
0,130,0,201208,9,3,0,7,4,3,0,8,8,0,7,0,2,0,65,3,5,0,3,0
0,154,0,201208,9,8,0,1,8,8,2,5,0,0,2,1,1,0,125,0,11,0,0,0
0,123,0,201208,13,9,0,2,8,5,4,3,4,0,3,0,2,0,79,3,8,0,1,0
0,116,0,201208,6,5,0,5,11,11,6,8,7,0,11,0,4,0,77,2,12,0,1,0
0,41,0,201209,9,6,0,1,9,8,4,5,5,1,3,0,2,0,43,1,23,0,1,0
0,62,0,201209,5,8,0,3,5,4,3,7,6,1,9,0,1,0,33,1,13,0,2,0
0,85,0,201209,7,16,0,6,11,6,7,6,7,1,6,0,3,0,49,1,18,0,2,0
0,175,0,201209,4,8,0,1,6,9,6,10,3,1,6,0,1,0,53,0,13,1,1,0
0,133,0,201209,3,2,0,4,6,13,7,3,2,1,2,0,1,0,60,0,18,0,0,0
0,157,0,201209,10,15,0,5,10,12,2,5,8,2,6,0,7,0,47,1,14,0,6,0
0,144,0,201209,10,9,0,6,11,8,5,8,4,1,6,0,0,0,48,2,21,0,3,0
0,57,0,201209,6,13,0,7,6,10,4,9,4,2,8,0,5,0,36,3,13,0,4,0
0,55,0,201209,4,9,0,5,10,2,4,6,3,1,8,0,4,0,58,2,17,0,1,0
0,146,0,201209,2,5,0,92,10,7,4,7,3,2,7,0,3,0,49,2,7,0,5,0
0,152,0,201209,8,9,0,5,8,4,5,2,5,3,4,0,1,0,36,1,15,0,3,0
0,207,0,201209,9,6,0,3,6,7,3,13,2,2,5,0,12,0,57,2,16,0,1,0
0,178,0,201209,2,5,0,6,12,9,9,15,6,0,7,0,4,0,47,5,17,0,1,0
0,110,0,201209,5,3,0,6,10,9,7,11,5,2,8,0,4,0,31,4,18,0,4,0
0,32,0,201209,6,10,0,2,10,4,2,5,3,0,4,0,4,0,36,1,15,0,4,0
0,54,0,201209,9,11,0,5,4,3,9,8,4,2,5,0,5,0,37,1,12,0,4,0
0,130,0,201209,9,6,0,6,11,7,6,15,2,0,8,0,3,0,47,2,9,0,1,0
0,132,0,201209,6,3,0,4,5,7,7,10,6,0,3,0,1,0,41,1,6,0,3,0
0,193,0,201209,8,6,0,12,8,9,3,9,5,0,2,0,5,0,49,6,10,0,3,0
0,142,0,201209,6,4,0,2,11,4,4,11,5,0,4,0,4,0,54,1,5,0,3,0
0,115,0,201209,11,2,0,7,9,5,8,11,8,1,7,0,10,0,49,3,5,0,3,0
0,50,0,201209,2,5,0,5,16,11,8,9,3,0,2,0,4,0,38,2,11,1,1,0
0,47,0,201209,6,9,0,9,10,8,6,14,4,0,9,0,8,0,45,1,4,0,3,0
0,185,0,201209,7,14,0,6,23,2,6,6,2,0,4,0,4,0,66,0,12,0,1,0
0,139,0,201209,9,5,0,4,27,8,6,6,4,0,5,0,5,0,58,1,10,0,9,0
0,139,0,201209,5,9,0,3,10,8,5,6,4,1,5,0,6,0,44,2,3,0,0,0
0,143,0,201209,2,4,0,5,7,9,3,6,3,2,4,0,4,0,52,1,9,0,0,0
0,102,0,201209,3,11,0,9,14,8,7,8,4,1,6,0,4,0,55,2,10,0,1,0
0,51,0,201209,5,4,0,5,9,3,6,8,2,0,0,0,4,0,33,0,9,0,6,0
0,60,0,201209,7,6,0,7,14,3,9,5,6,1,2,0,3,0,36,1,13,0,2,0
0,0,0,201209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,154,0,201210,6,2,0,4,10,6,6,11,2,1,8,0,4,0,43,3,9,0,3,0
0,192,0,201210,5,1,0,2,21,3,3,3,2,1,6,0,3,0,74,1,11,1,2,0
0,175,0,201210,3,6,0,6,12,3,3,4,3,1,3,0,2,0,61,2,12,0,1,0
0,131,0,201210,7,12,0,3,12,6,6,4,3,0,3,0,1,0,46,0,12,0,4,0
0,130,0,201210,2,2,0,3,14,6,5,8,9,1,2,0,4,0,45,3,6,0,1,0
0,44,0,201210,5,3,0,5,15,7,8,12,3,1,4,0,6,0,43,1,10,0,0,0
0,71,0,201210,1,6,0,1,18,7,4,7,4,0,3,0,1,0,32,3,10,0,4,0
0,187,0,201210,5,8,0,6,12,8,4,8,2,1,1,0,3,0,45,1,11,1,0,0
0,154,0,201210,2,4,0,3,5,4,3,5,2,2,6,0,2,0,57,1,13,0,1,0
0,154,0,201210,11,9,0,3,8,4,4,5,6,1,2,0,2,0,53,2,8,0,0,0
0,237,0,201210,5,4,0,2,16,9,1,11,6,1,4,0,5,0,60,1,11,0,1,0
0,117,0,201210,5,2,0,3,9,2,8,10,5,1,2,0,4,0,42,2,13,0,2,0
0,55,0,201210,2,5,0,5,10,4,3,6,0,0,4,0,0,0,36,6,9,0,1,0
0,85,0,201210,2,6,0,5,9,3,2,9,4,1,5,0,3,0,36,1,10,0,1,0
0,187,0,201210,5,6,0,1,13,10,8,7,2,2,1,0,4,0,50,2,12,0,2,0
0,305,0,201210,6,2,0,4,13,1,1,11,2,1,5,0,1,0,51,4,15,0,1,0
0,321,0,201210,4,5,0,8,9,5,3,10,2,0,1,0,4,0,48,2,7,0,2,0
0,177,0,201210,4,11,0,5,11,7,10,6,4,2,3,1,2,0,48,2,4,0,4,0
0,156,0,201210,5,5,0,7,7,7,2,7,1,0,3,0,5,0,49,2,5,0,4,0
0,64,0,201210,0,10,0,3,11,8,0,2,7,0,2,0,8,0,35,2,7,0,0,0
0,63,0,201210,1,8,0,7,10,8,2,6,6,0,15,0,4,0,46,1,10,0,0,0
0,138,0,201210,5,5,0,2,6,6,2,12,3,0,6,0,4,0,58,3,3,0,1,0
0,193,0,201210,9,6,0,5,13,3,2,6,3,0,4,0,2,0,46,3,9,0,4,0
0,241,0,201210,2,9,0,3,14,4,3,6,3,0,2,0,2,1,34,1,10,0,3,0
0,267,0,201210,5,11,0,3,6,10,1,9,5,0,7,0,3,0,52,3,5,0,1,0
0,232,0,201210,7,6,0,1,11,5,4,8,3,0,2,0,5,0,41,3,12,0,2,0
0,55,0,201210,7,4,0,3,10,5,2,8,2,0,2,0,3,0,29,2,7,0,3,0
0,58,0,201210,10,4,0,2,7,3,4,6,4,1,4,0,2,0,31,2,4,0,3,0
0,160,0,201210,3,7,0,7,5,5,2,7,5,2,6,0,3,0,40,4,3,0,4,0
0,274,0,201210,4,10,0,5,7,14,1,9,2,0,5,0,8,0,73,3,6,0,4,0
0,286,0,201210,3,11,0,1,14,5,2,10,1,1,4,0,3,0,47,2,7,0,4,0
0,197,0,201211,0,7,0,4,6,7,2,6,2,0,6,0,2,0,55,3,6,0,3,0
0,242,0,201211,12,9,0,5,8,8,6,9,3,1,7,0,0,0,34,3,9,0,1,0
0,51,0,201211,6,5,0,2,11,7,5,6,3,2,5,0,4,0,54,2,3,0,0,0
0,74,0,201211,5,9,0,7,12,7,4,8,4,0,6,0,4,0,53,1,13,0,0,0
0,185,0,201211,8,4,0,7,9,4,1,8,3,1,7,0,6,0,70,2,4,0,4,0
0,212,0,201211,1,9,0,5,14,6,5,7,4,2,12,0,4,0,56,2,2,0,2,0
0,169,0,201211,4,8,0,10,11,8,8,5,1,0,1,0,2,0,53,4,8,2,4,0
0,298,0,201211,4,11,0,5,7,5,4,9,4,1,1,0,3,0,62,2,10,0,3,0
0,137,0,201211,5,3,0,6,4,11,5,6,7,1,9,0,5,0,54,2,5,0,2,0
0,53,0,201211,5,7,0,7,22,3,3,7,3,0,5,0,5,0,42,1,10,0,6,0
0,79,0,201211,10,6,0,4,16,6,2,14,3,3,4,0,2,0,40,2,27,0,1,0
0,165,0,201211,4,5,0,2,15,7,58,6,6,2,6,0,2,0,36,1,5,0,0,0
0,160,0,201211,10,2,0,2,25,5,55,6,4,0,7,0,3,0,45,0,8,0,1,0
0,175,0,201211,5,6,0,8,23,11,2,8,6,2,6,0,3,0,63,2,8,0,5,0
0,176,0,201211,6,5,0,7,9,6,13,4,2,1,5,0,3,0,64,2,14,0,3,0
0,258,0,201211,5,5,0,6,34,4,3,11,9,1,6,0,2,0,54,1,10,0,2,0
0,49,0,201211,4,3,0,5,9,5,8,7,2,1,1,0,1,0,35,1,9,0,1,0
0,61,0,201211,11,8,0,1,13,5,2,2,2,1,4,0,1,0,40,2,8,1,1,0
0,168,0,201211,2,3,0,2,14,5,4,8,7,2,7,0,4,0,38,0,4,0,3,0
0,199,0,201211,2,1,0,1,12,7,3,8,10,1,1,0,2,0,47,0,5,0,1,0
0,167,0,201211,4,7,0,4,14,4,3,8,4,1,2,0,5,0,38,1,15,0,0,0
0,113,0,201211,5,9,0,8,11,11,3,7,2,0,5,0,5,0,43,1,6,0,4,0
0,104,0,201211,4,6,0,7,16,6,2,10,7,0,6,0,2,0,36,3,9,0,0,0
0,110,0,201211,1,5,0,3,7,9,5,7,4,2,12,0,4,0,37,0,2,0,3,0
0,78,0,201211,3,5,0,4,14,9,2,7,3,1,2,0,2,0,47,4,4,0,3,0
0,196,0,201211,2,4,0,6,13,9,2,8,8,0,3,0,1,1,45,3,9,0,1,0
0,206,0,201211,4,6,0,1,12,8,1,10,8,1,5,0,6,0,70,1,5,0,4,0
0,208,0,201211,3,3,0,8,14,6,6,3,6,1,7,0,2,0,53,3,8,0,1,0
0,198,0,201211,4,7,0,8,9,5,3,11,1,0,4,0,1,0,75,1,5,0,2,0
0,155,0,201211,6,6,0,5,35,6,1,6,9,1,6,0,4,0,56,0,11,0,0,0
0,0,0,201211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,201212,4,7,0,4,11,4,3,11,3,2,3,0,8,0,39,0,12,0,4,0
0,101,0,201212,8,1,0,5,9,9,2,3,2,1,8,0,4,0,36,1,12,0,4,0
0,152,0,201212,5,3,0,4,14,4,4,17,1,0,2,0,6,0,63,2,5,0,3,0
0,162,0,201212,4,7,0,4,17,9,21,5,2,0,1,0,1,0,76,1,1,0,2,0
0,217,0,201212,5,7,0,4,11,8,6,17,4,0,2,0,2,0,53,1,5,0,2,0
0,227,0,201212,4,6,0,7,10,6,2,8,2,0,2,0,5,0,66,1,3,0,4,0
0,162,0,201212,6,8,0,12,25,6,2,6,5,3,5,0,2,0,56,3,8,0,3,0
0,68,0,201212,6,5,0,1,18,6,6,6,1,2,2,0,6,0,39,3,4,0,2,0
0,74,0,201212,7,2,0,5,18,4,7,11,6,0,3,0,6,0,31,3,3,0,1,0
0,197,0,201212,4,8,0,5,14,2,6,11,6,1,3,0,3,0,41,2,4,0,3,0
0,188,0,201212,2,8,0,2,8,4,5,9,3,1,4,0,2,0,61,3,5,0,1,0
0,151,0,201212,6,3,0,7,8,9,2,10,1,1,4,0,4,0,45,1,5,0,2,0
0,188,0,201212,1,5,0,2,13,6,6,6,6,0,3,0,6,0,33,1,6,0,3,0
0,147,0,201212,3,7,0,6,11,6,2,4,9,1,7,0,6,0,46,1,8,0,2,0
0,45,0,201212,9,4,0,2,15,4,4,5,6,0,5,0,2,0,38,0,5,0,0,0
0,88,0,201212,3,6,0,4,10,9,2,14,8,1,0,0,2,0,31,3,3,0,3,0
0,147,0,201212,3,4,0,9,13,7,11,3,5,1,7,0,3,0,76,1,5,2,3,0
0,184,0,201212,2,4,0,9,12,4,3,3,5,2,6,0,5,0,120,2,4,0,4,0
0,164,0,201212,3,3,0,5,6,9,6,7,2,1,1,0,3,0,43,3,5,0,1,0
0,149,0,201212,2,6,0,7,9,5,3,8,4,1,2,0,2,0,41,3,14,0,1,0
0,114,0,201212,3,7,0,3,8,2,5,2,6,2,3,0,2,0,35,1,6,0,2,0
0,55,0,201212,7,2,0,6,5,2,6,5,5,0,7,0,5,0,34,0,16,0,2,0
0,67,0,201212,3,4,0,4,14,2,2,10,1,2,3,0,4,0,33,0,9,0,3,0
0,48,0,201212,1,9,0,2,5,2,0,2,1,1,2,0,4,0,39,0,7,0,4,0
0,33,0,201212,6,7,0,6,8,6,1,5,2,0,7,0,2,0,30,1,5,0,2,0
0,79,0,201212,5,5,0,4,3,4,4,12,4,1,1,0,4,0,32,0,6,0,1,0
0,119,0,201212,3,3,0,3,14,10,5,12,1,2,4,0,2,0,37,1,7,0,0,0
0,108,0,201212,2,4,0,5,11,3,5,6,3,0,5,0,1,0,36,1,17,0,3,0
0,69,0,201212,5,2,0,4,2,6,2,5,2,0,2,0,4,0,28,1,12,1,3,0
0,67,0,201212,2,4,0,3,10,2,9,10,3,1,4,0,3,0,22,3,10,0,3,0
0,69,0,201212,4,7,0,5,6,8,4,7,2,0,6,0,1,0,25,1,4,0,1,0
0,52,0,201301,3,7,0,9,11,6,2,9,4,0,3,0,4,0,18,7,3,0,1,0
0,151,0,201301,5,4,0,5,12,7,10,11,3,0,4,0,3,0,40,3,5,0,0,0
0,160,0,201301,7,5,0,5,5,3,4,3,3,0,5,0,0,0,56,0,12,0,5,0
0,141,0,201301,1,2,0,4,10,3,1,9,3,0,3,0,5,0,42,5,5,0,1,0
0,66,0,201301,5,6,0,3,7,14,4,6,1,1,0,0,3,0,33,0,7,0,2,0
0,89,0,201301,5,3,0,7,6,6,10,4,2,1,1,0,3,0,42,1,6,0,1,0
0,189,0,201301,2,3,0,2,17,6,6,8,3,1,2,0,1,0,40,2,7,0,3,0
0,420,0,201301,4,4,0,8,10,3,6,7,3,0,6,0,0,0,54,2,7,0,3,0
0,228,0,201301,2,3,0,5,9,3,9,5,3,0,3,0,0,0,48,1,11,0,2,0
0,226,0,201301,5,10,0,6,14,11,11,6,1,0,4,0,8,0,47,1,3,0,1,0
0,173,0,201301,1,4,0,7,11,6,3,11,2,1,6,0,1,0,51,3,7,0,3,0
0,75,0,201301,0,5,0,2,6,7,3,8,3,0,8,0,0,0,30,0,7,0,0,0
0,120,0,201301,3,4,0,9,7,6,11,13,3,1,6,0,2,0,38,0,4,0,1,0
0,256,0,201301,5,1,0,3,12,8,8,5,2,0,2,0,3,0,45,2,4,0,2,0
0,231,0,201301,7,7,0,6,17,2,4,7,2,0,7,0,4,0,54,1,7,0,0,0
0,283,0,201301,2,2,0,4,12,11,10,13,3,0,1,0,1,0,68,3,3,0,4,0
0,305,0,201301,5,5,0,5,13,7,4,4,3,1,7,0,2,0,63,0,6,0,2,0
0,198,0,201301,7,2,0,1,20,7,8,7,3,0,4,0,5,0,72,1,7,0,2,0
0,81,0,201301,5,4,0,5,11,6,3,12,1,1,10,0,2,0,34,3,76,0,2,0
0,101,0,201301,2,3,0,7,16,5,3,7,5,0,3,0,0,0,31,0,7,0,0,0
0,302,0,201301,5,3,0,1,10,4,2,3,0,2,1,0,2,0,54,2,4,0,2,0
0,286,0,201301,3,1,0,5,7,6,2,9,2,0,3,0,3,0,39,1,5,0,1,0
0,307,0,201301,3,4,0,5,11,7,7,8,3,1,2,0,1,0,73,1,11,0,1,0
0,269,0,201301,5,4,0,4,14,2,5,8,2,2,5,0,1,0,60,6,8,0,4,0
0,242,0,201301,0,6,0,6,12,6,6,6,3,2,3,0,0,0,84,3,12,0,4,0
0,92,0,201301,3,1,0,9,10,7,1,7,2,1,5,0,2,0,33,1,4,0,2,0
0,95,0,201301,3,5,0,5,9,3,2,2,4,0,2,0,4,0,63,3,6,0,5,0
0,243,0,201301,6,2,0,5,12,12,0,3,7,0,6,0,3,0,61,2,8,0,0,0
0,268,0,201301,2,5,0,5,10,1,4,8,2,0,5,0,3,0,70,1,6,0,2,0
0,310,0,201301,5,6,0,3,14,7,3,11,3,1,4,0,1,0,64,6,6,0,2,0
0,274,0,201301,4,10,0,6,9,3,4,6,1,1,10,0,4,0,68,0,8,0,3,0
0,265,0,201302,3,4,0,2,12,8,2,3,2,0,3,0,3,0,63,0,3,0,2,0
0,74,0,201302,1,2,0,5,11,6,4,8,4,2,3,0,3,0,56,1,15,0,1,0
0,118,0,201302,4,5,0,6,18,3,9,6,4,0,6,0,1,0,62,0,10,0,1,0
0,241,0,201302,8,2,1,5,14,7,6,7,2,2,4,0,1,0,56,1,6,0,1,0
0,260,0,201302,7,5,0,3,8,12,4,7,1,1,13,0,4,0,67,2,11,0,0,0
0,285,0,201302,7,11,0,8,9,12,9,4,4,3,2,0,2,0,84,0,6,1,11,0
0,289,0,201302,2,5,0,5,9,5,2,9,0,0,5,0,3,0,57,2,5,0,0,0
0,298,0,201302,6,4,0,4,7,13,2,3,1,1,7,0,4,0,65,2,7,0,3,0
0,100,0,201302,4,4,0,5,14,3,5,7,1,0,4,0,2,0,51,0,8,0,2,0
0,126,0,201302,1,15,0,6,11,5,1,1,1,1,14,0,1,0,44,1,5,0,3,66
0,269,0,201302,2,2,0,4,16,5,7,7,2,2,9,0,0,1,69,1,4,0,2,4
0,359,0,201302,3,10,0,10,9,3,5,8,2,0,6,0,9,0,64,0,14,0,0,77
0,349,0,201302,2,11,0,4,14,9,8,3,2,0,10,0,4,0,81,1,7,0,2,8
0,393,0,201302,1,6,0,5,6,4,2,6,8,1,7,0,1,0,64,0,4,0,4,5
0,302,0,201302,2,2,0,6,7,13,11,1,2,0,25,0,4,0,65,3,4,0,0,4
0,133,0,201302,3,3,0,8,9,8,5,7,3,1,13,0,5,0,47,0,6,0,2,4
0,115,0,201302,2,4,0,6,8,5,0,8,3,1,8,0,3,0,51,3,7,0,4,5
0,265,0,201302,5,6,0,6,14,5,8,4,2,0,18,0,7,0,41,1,8,0,3,6
0,321,0,201302,6,6,0,9,7,5,3,4,2,1,15,0,3,0,58,3,9,0,2,7
0,370,0,201302,3,5,0,3,8,5,4,6,0,0,9,0,1,0,49,0,8,0,1,4
0,292,0,201302,5,3,0,12,5,3,4,4,2,0,4,0,4,0,59,2,4,0,3,3
0,298,0,201302,2,5,0,6,9,11,5,1,2,1,21,0,1,0,88,1,6,0,0,3
0,107,0,201302,3,7,0,8,5,3,3,4,2,1,16,0,3,0,48,1,3,0,3,2
0,117,0,201302,5,7,0,4,5,4,3,2,2,1,9,0,1,0,55,1,8,0,4,2
0,353,0,201302,4,3,0,6,16,6,5,5,3,0,9,0,3,0,80,0,3,1,1,2
0,355,0,201302,3,7,0,5,13,7,7,7,1,1,10,0,0,0,76,1,6,0,1,2
0,266,0,201302,6,5,0,8,10,7,3,8,5,1,12,0,2,0,82,1,6,1,4,5
0,334,0,201302,5,3,0,7,9,3,4,13,4,0,6,1,3,0,62,2,5,0,2,5
0,0,0,201302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,201302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,201302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,303,0,201303,0,7,0,6,10,6,3,8,1,1,10,0,2,0,66,2,5,0,1,4
0,128,0,201303,3,4,0,2,13,7,4,7,2,1,12,0,0,0,69,2,6,0,1,1
0,97,0,201303,4,0,0,6,13,5,4,6,0,1,9,0,1,0,45,0,3,0,2,2
0,302,0,201303,7,5,0,7,5,5,6,9,6,2,10,0,3,0,67,1,6,0,3,3
0,377,0,201303,0,7,0,0,7,8,5,4,2,1,8,0,0,0,84,1,5,0,0,8
0,360,0,201303,1,3,0,5,9,4,9,4,3,0,9,0,1,0,68,1,0,0,1,1
0,327,0,201303,3,1,0,2,6,8,4,4,4,2,9,0,6,0,69,1,7,0,1,9
0,290,0,201303,5,3,0,2,8,11,8,6,2,0,7,0,1,0,67,0,3,0,3,1
0,153,0,201303,7,6,0,3,7,2,1,8,3,0,8,0,1,0,35,0,5,0,0,2
0,136,0,201303,5,3,0,1,11,1,3,6,2,1,9,0,3,0,57,1,2,0,3,1
0,306,0,201303,1,2,0,2,7,4,7,4,7,1,12,0,1,0,77,1,13,0,0,5
0,320,0,201303,2,5,0,1,8,7,5,3,1,0,4,0,4,0,75,0,5,0,0,2
0,290,0,201303,4,4,0,2,12,8,1,5,3,0,9,0,6,0,49,2,8,0,0,7
0,304,0,201303,4,9,0,5,8,4,5,2,3,1,7,0,1,0,64,1,8,1,0,3
0,280,0,201303,5,8,0,5,7,4,3,5,1,1,7,0,6,0,50,1,8,0,2,4
0,114,0,201303,2,3,0,4,6,4,6,2,1,0,12,0,2,0,44,0,7,0,2,0
0,109,0,201303,3,5,0,4,10,7,8,10,3,0,3,0,0,0,46,0,5,0,2,6
0,335,0,201303,6,10,0,8,10,6,10,2,1,1,6,0,7,0,60,3,3,1,0,0
0,382,0,201303,3,3,0,3,13,6,11,3,6,2,4,0,1,0,59,0,5,1,2,4
0,460,0,201303,4,3,0,8,15,9,5,2,5,1,5,0,3,0,65,2,4,0,3,2
0,273,0,201303,4,5,0,5,17,7,4,6,1,4,14,0,4,0,65,1,9,0,2,3
0,314,0,201303,3,13,1,2,14,8,7,5,2,0,5,0,2,0,64,1,3,0,1,1
0,117,0,201303,3,5,1,2,14,9,5,4,0,0,2,0,2,0,44,1,5,0,2,12
0,99,0,201303,10,6,0,2,26,9,13,7,3,0,4,0,4,0,48,3,3,0,1,1
0,310,0,201303,3,4,0,4,13,10,4,5,5,0,3,0,2,0,56,0,4,0,2,2
0,380,0,201303,7,5,0,1,10,8,5,8,3,0,4,0,1,0,78,2,6,0,1,6
0,365,0,201303,6,5,0,8,32,6,2,4,0,0,1,0,3,0,68,0,4,0,2,4
0,313,0,201303,1,6,0,7,17,11,6,3,3,1,2,0,1,0,55,1,5,0,3,5
